"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 09 14:11:38 UTC 2024","Tue Jul 09 14:11:38 UTC 2024","338","/SchedulingOptimizationRegression","/C000012 Verify that appointments are scheduled for clients that are connected to providers and have a service code that uses the default rate associated with their authorization","","","","pre-request Create Authorization2 file for Client2",""
"passed","Tue Jul 09 14:11:36 UTC 2024","Tue Jul 09 14:11:40 UTC 2024","4214","/scheduling","SchedulingOptimization","","","","testGetSchedulingOptimizationContactFilters",""
"passed","Tue Jul 09 14:13:13 UTC 2024","Tue Jul 09 14:13:13 UTC 2024","379","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","45mins lunch break for providers working over 3hours15mins","","","test C735598 Open Draft Appointments",""
"passed","Tue Jul 09 14:09:37 UTC 2024","Tue Jul 09 14:09:38 UTC 2024","853","/bundle","/{MasterId}","","","","testGET/bundle/clone-jobs",""
"passed","Tue Jul 09 14:11:14 UTC 2024","Tue Jul 09 14:11:15 UTC 2024","608","/learn","/bundle_add_data","","","","testBundles.setitemdatasettings",""
"passed","Tue Jul 09 14:17:37 UTC 2024","Tue Jul 09 14:17:37 UTC 2024","87","/SchedulingOptimizationRegression","Provider Cancellation & Non-Billable Events Optimisation","","","","pre-request Location6 Delete",""
"passed","Tue Jul 09 14:13:05 UTC 2024","Tue Jul 09 14:13:05 UTC 2024","284","/SchedulingOptimizationRegression","/Incorporate Weekly and Daily Limits","","","","authOldAPI",""
"passed","Tue Jul 09 14:14:01 UTC 2024","Tue Jul 09 14:14:01 UTC 2024","648","/SchedulingOptimizationRegression","/C000010 Implement ""Optimize Schedule By""","","","","test C000010 Open Draft Appointments ExistingSchedule/allChanges/ClientAcceptedHours",""
"passed","Tue Jul 09 14:14:20 UTC 2024","Tue Jul 09 14:14:20 UTC 2024","103","/SchedulingOptimizationRegression","/C000010 Implement ""Optimize Schedule By""","","","","pre-request Deactivate Client3",""
"passed","Tue Jul 09 14:09:18 UTC 2024","Tue Jul 09 14:09:21 UTC 2024","2881","Auth","","","","","authOldAPI",""
"passed","Tue Jul 09 14:17:19 UTC 2024","Tue Jul 09 14:17:21 UTC 2024","2073","/SchedulingOptimizationRegression","Provider Cancellation & Non-Billable Events Optimisation","","","","pre-request Create Draft Scheduling cancelation event optimisation",""
"passed","Tue Jul 09 14:09:27 UTC 2024","Tue Jul 09 14:09:28 UTC 2024","1461","/claims","/labels","","","","testGetClaimsLabelsResponse",""
"passed","Tue Jul 09 14:10:49 UTC 2024","Tue Jul 09 14:10:50 UTC 2024","178","/bundles","/old version of endpoint","","","","testBundlesGetbundle",""
"passed","Tue Jul 09 14:15:40 UTC 2024","Tue Jul 09 14:15:40 UTC 2024","119","/SchedulingOptimizationRegression","/Provider Cxl Coverage - Publish draft schedule","","","","pre-request Add Primary Location to Employee3",""
"passed","Tue Jul 09 14:11:30 UTC 2024","Tue Jul 09 14:11:35 UTC 2024","4686","/SchedulingOptimizationRegression","/C000010 Implement ""Optimize Schedule By""","","","","pre-request Add Availability to Employee2",""
"passed","Tue Jul 09 14:09:27 UTC 2024","Tue Jul 09 14:09:28 UTC 2024","984","/filters","","","","","testSubscribeFilterResponse",""
"passed","Tue Jul 09 14:09:17 UTC 2024","Tue Jul 09 14:09:19 UTC 2024","1989","Auth","","","","","authOldAPI",""
"passed","Tue Jul 09 14:13:41 UTC 2024","Tue Jul 09 14:13:41 UTC 2024","121","/SchedulingOptimizationRegression","/Verify recurrence parameter","","","","pre-request Create Authorization1 file for Client1",""
"passed","Tue Jul 09 14:15:49 UTC 2024","Tue Jul 09 14:15:49 UTC 2024","208","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951298 Non-preferred provider is scheduled for the week when no preferred providers are available for the whole time","","","test C951298 Open Draft Appointments",""
"passed","Tue Jul 09 14:11:10 UTC 2024","Tue Jul 09 14:11:11 UTC 2024","261","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request Create company Office Location 1",""
"passed","Tue Jul 09 14:12:22 UTC 2024","Tue Jul 09 14:12:22 UTC 2024","252","/billing","old version of endpoint","","","","testBillingmanagerSavelabel",""
"passed","Tue Jul 09 14:17:15 UTC 2024","Tue Jul 09 14:17:15 UTC 2024","102","/SchedulingOptimizationRegression","Provider Cancellation & Non-Billable Events Optimisation","","","","pre-request Add Primary Location to Client1",""
"passed","Tue Jul 09 14:09:25 UTC 2024","Tue Jul 09 14:09:26 UTC 2024","436","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","pre-request Connect Employee1 vs Clients",""
"passed","Tue Jul 09 14:12:54 UTC 2024","Tue Jul 09 14:12:55 UTC 2024","939","/SchedulingOptimizationRegression","/Recover canceled event","","","","auth",""
"passed","Tue Jul 09 14:09:13 UTC 2024","Tue Jul 09 14:09:14 UTC 2024","1152","/permissions","/groups","","","","testGetReportPermissionsGroups",""
"passed","Tue Jul 09 14:08:48 UTC 2024","Tue Jul 09 14:08:48 UTC 2024","771","/SchedulingOptimizationRegression","/C000001 Verify that optimization is not failing if it consist drafts with addresses pairs with non computable routes(European addressess etc.)","","","","pre-request Connect Employee1 vs Clients",""
"passed","Tue Jul 09 14:11:15 UTC 2024","Tue Jul 09 14:11:16 UTC 2024","460","/contact","/MembersApi","/Client User > /Payors","","","test contacts.searchsharedpayors","Path:

Client Profile > Payors > click Add New button and click Shared > find and choose some Shared Payor by search field"
"passed","Tue Jul 09 14:11:22 UTC 2024","Tue Jul 09 14:11:23 UTC 2024","1140","/billing","Process Bulk Signature Activity","Client signature","","","Custom rate",""
"failed","Tue Jul 09 14:09:58 UTC 2024","Tue Jul 09 14:09:59 UTC 2024","1084","/search","/schedules","","","","testSearchSchedulesWitchQueryResponse",""
"passed","Tue Jul 09 14:10:06 UTC 2024","Tue Jul 09 14:10:07 UTC 2024","718","/recon","/transactions","batches","","","pre-requestBillingmanager",""
"passed","Tue Jul 09 14:09:31 UTC 2024","Tue Jul 09 14:09:32 UTC 2024","1223","/scheduling","/old version of endpoint","","","","testSchedulingLoadappointmenthistory",""
"passed","Tue Jul 09 14:09:49 UTC 2024","Tue Jul 09 14:09:50 UTC 2024","1394","/claims","/old version of endpoint","","","","testCaimsSavePaymentLabels",""
"failed","Tue Jul 09 14:10:25 UTC 2024","Tue Jul 09 14:10:31 UTC 2024","5889","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","test C000005 Verify Appointment1 details",""
"passed","Tue Jul 09 14:11:51 UTC 2024","Tue Jul 09 14:11:53 UTC 2024","1275","/SchedulingOptimizationRegression","/C000012 Verify that appointments are scheduled for clients that are connected to providers and have a service code that uses the default rate associated with their authorization","","","","pre-request C000012 delay-2 15 seconds",""
"passed","Tue Jul 09 14:10:48 UTC 2024","Tue Jul 09 14:10:48 UTC 2024","156","/bundles","/old version of endpoint","","","","pre-requestBundles.getitemdata",""
"passed","Tue Jul 09 14:16:21 UTC 2024","Tue Jul 09 14:16:21 UTC 2024","105","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Clinical","","","","pre-request Add Primary Location to Client1",""
"passed","Tue Jul 09 14:12:02 UTC 2024","Tue Jul 09 14:12:03 UTC 2024","1028","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request Create Appointment2",""
"passed","Tue Jul 09 14:08:40 UTC 2024","Tue Jul 09 14:08:40 UTC 2024","782","Auth","","","","","testGetToken",""
"passed","Tue Jul 09 14:11:44 UTC 2024","Tue Jul 09 14:11:44 UTC 2024","628","/billing","old version of endpoint","","","","testBillingmanagerLoadauthorizationspayorplans",""
"passed","Tue Jul 09 14:11:46 UTC 2024","Tue Jul 09 14:11:46 UTC 2024","429","/bundles","/old version of endpoint","","","","testBundlesLoadassessmentreportid",""
"passed","Tue Jul 09 14:11:46 UTC 2024","Tue Jul 09 14:11:51 UTC 2024","4766","/SchedulingOptimizationRegression","/C000013 Verify Fill Client Accepted/Authorized Hours Optimization","","","","pre-request Create Label",""
"passed","Tue Jul 09 14:08:53 UTC 2024","Tue Jul 09 14:08:53 UTC 2024","158","/SchedulingOptimizationRegression","/C000001 Verify that optimization is not failing if it consist drafts with addresses pairs with non computable routes(European addressess etc.)","","","","pre-request Add Availability to Employee2",""
"passed","Tue Jul 09 14:10:41 UTC 2024","Tue Jul 09 14:10:42 UTC 2024","247","/SchedulingOptimizationRegression","/C611059 Verify cases with existing draft editing(address, time, service code, date, provider) and replaceEvent Rollback logic","","","","pre-request Deactivate Client3",""
"passed","Tue Jul 09 14:10:20 UTC 2024","Tue Jul 09 14:10:20 UTC 2024","196","/billing","/servicecodes","","","","testGetBillingServiceCodesIdDeleted404",""
"passed","Tue Jul 09 14:16:10 UTC 2024","Tue Jul 09 14:16:10 UTC 2024","124","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Work/School","","","","pre-request Add Availability to Client1",""
"passed","Tue Jul 09 14:09:09 UTC 2024","Tue Jul 09 14:09:25 UTC 2024","15687","/SchedulingOptimizationRegression","/C603986 Verify edit components, overlapping appointments, drafts with different timzones","","","","pre-request C603986 delay 15 seconds",""
"passed","Tue Jul 09 14:09:42 UTC 2024","Tue Jul 09 14:09:42 UTC 2024","153","/SchedulingOptimizationRegression","/C611063 Verify Publishing Converted Appointment Changes","","","","test C611063 Open Draft Appointments",""
"passed","Tue Jul 09 14:09:47 UTC 2024","Tue Jul 09 14:09:47 UTC 2024","369","/SchedulingOptimizationRegression","/C603943 Verify that available High Impact and Lots of Changes optimization types for Existing Optimization Drafts","","","","pre-request Location2 Delete",""
"passed","Tue Jul 09 14:14:04 UTC 2024","Tue Jul 09 14:14:05 UTC 2024","386","/SchedulingOptimizationRegression","/Incorporate Weekly and Daily Limits","","","","test Clients Availabilities",""
"passed","Tue Jul 09 14:09:44 UTC 2024","Tue Jul 09 14:09:45 UTC 2024","1484","/tasks","old version of endpoint","","","","testTasksSetnotify",""
"passed","Tue Jul 09 14:11:33 UTC 2024","Tue Jul 09 14:11:34 UTC 2024","612","/contact","/MembersApi","/Client User > /HealthRecord","","","test contacts.deleteHealthBodyComposition","Path:

Client Profile > Health Record > Body Composition > Delete Existing"
"passed","Tue Jul 09 14:09:10 UTC 2024","Tue Jul 09 14:09:11 UTC 2024","459","/SchedulingOptimizationRegression","/C611063 Verify Publishing Converted Appointment Changes","","","","pre-request Create Appointment6",""
"passed","Tue Jul 09 14:11:51 UTC 2024","Tue Jul 09 14:11:51 UTC 2024","401","/learn","/session","group","","","testPostSessionsGroupStop",""
"passed","Tue Jul 09 14:09:25 UTC 2024","Tue Jul 09 14:09:25 UTC 2024","286","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","pre-request Create Client3",""
"passed","Tue Jul 09 14:12:30 UTC 2024","Tue Jul 09 14:12:31 UTC 2024","254","/learn","/labels","","","","testUserCannotDeleteLabelWhenDoesNotOwnHimLearn",""
"passed","Tue Jul 09 14:10:32 UTC 2024","Tue Jul 09 14:10:33 UTC 2024","565","/SchedulingOptimizationRegression","/C000011 Verify that appointments are scheduled for clients that are connected to providers and have a custom rate for one of those providers on a service code associated with their authorization","","","","auth",""
"passed","Tue Jul 09 14:11:45 UTC 2024","Tue Jul 09 14:11:46 UTC 2024","414","/contact","/MembersApi","/Client User > /HealthRecord","","","test contacts.loadHealthImmunizationList","Path:

Client Profile > Health Record > Immunizations"
"passed","Tue Jul 09 14:10:39 UTC 2024","Tue Jul 09 14:10:39 UTC 2024","226","/SchedulingOptimizationRegression","/C000012 Verify that appointments are scheduled for clients that are connected to providers and have a service code that uses the default rate associated with their authorization","","","","pre-request Get Client2 Insurance Id",""
"passed","Tue Jul 09 14:09:14 UTC 2024","Tue Jul 09 14:09:19 UTC 2024","4768","/scheduling","/old version of endpoint","","","","testScheduling.loadproviderfilteroptions",""
"passed","Tue Jul 09 14:16:49 UTC 2024","Tue Jul 09 14:17:14 UTC 2024","25236","/SchedulingOptimizationRegression","Provider Cancellation & Non-Billable Events Optimisation","","","","pre-request Connect Employee4 vs Clients NEW",""
"passed","Tue Jul 09 14:11:43 UTC 2024","Tue Jul 09 14:11:43 UTC 2024","544","/billing","old version of endpoint","","","","testBillingmanagerLoadAuth",""
"passed","Tue Jul 09 14:08:27 UTC 2024","Tue Jul 09 14:08:58 UTC 2024","31279","Auth","","","","","auth",""
"passed","Tue Jul 09 14:13:08 UTC 2024","Tue Jul 09 14:13:23 UTC 2024","15085","/SchedulingOptimizationRegression","/C000010 Implement ""Optimize Schedule By""","","","","pre-request C000010 delay 15 seconds ExistingSchedule/highImpact/ClientAcceptedHours",""
"passed","Tue Jul 09 14:17:15 UTC 2024","Tue Jul 09 14:17:15 UTC 2024","107","/SchedulingOptimizationRegression","Provider Cancellation & Non-Billable Events Optimisation","","","","pre-request Add Primary Location to Client3",""
"passed","Tue Jul 09 14:09:06 UTC 2024","Tue Jul 09 14:09:06 UTC 2024","457","/SchedulingOptimizationRegression","/C000002 Add Place of Service Code to Client Availability on Members","","","","test C000002 Edit Availability without PlaceOfService of Client1",""
"passed","Tue Jul 09 14:12:48 UTC 2024","Tue Jul 09 14:12:48 UTC 2024","147","/SchedulingOptimizationRegression","/Verify recurrence parameter","","","","test C833992 Open Status Drafts",""
"passed","Tue Jul 09 14:09:09 UTC 2024","Tue Jul 09 14:09:09 UTC 2024","278","/scheduling","/old version of endpoint","","","","testSchedulingSetCourseLabels",""
"passed","Tue Jul 09 14:15:21 UTC 2024","Tue Jul 09 14:15:21 UTC 2024","356","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request Location1 Delete",""
"passed","Tue Jul 09 14:10:13 UTC 2024","Tue Jul 09 14:10:14 UTC 2024","929","/payroll","/employees","","","","testPostMarkInEligibleBenefitByIdResponse",""
"passed","Tue Jul 09 14:09:30 UTC 2024","Tue Jul 09 14:09:32 UTC 2024","1291","/bundles","/{MasterId}","","","","testGetBundlesItemTaskstatsResponse",""
"passed","Tue Jul 09 14:10:42 UTC 2024","Tue Jul 09 14:10:43 UTC 2024","582","/billing","/MembersApi","/Timesheets","","","test billingmanager.loadtimesheetlisttotals","Path:

BILLING & TIMESHEETS > Timesheets > click Load totals link at the end of the timesheets list"
"passed","Tue Jul 09 14:12:53 UTC 2024","Tue Jul 09 14:12:53 UTC 2024","344","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","pre-request Add Availability to Client3",""
"passed","Tue Jul 09 14:08:46 UTC 2024","Tue Jul 09 14:08:46 UTC 2024","555","/SchedulingOptimizationRegression","/C611063 Verify Publishing Converted Appointment Changes","","","","pre-request Create Client2",""
"passed","Tue Jul 09 14:13:04 UTC 2024","Tue Jul 09 14:13:04 UTC 2024","306","/SchedulingOptimizationRegression","/Switching Orders - Schedule Creation Lunch Break Enhancement","","","","test C804962 Open FCAH Status Drafts",""
"passed","Tue Jul 09 14:08:09 UTC 2024","Tue Jul 09 14:08:58 UTC 2024","48531","/contact","/activity","","","","auth",""
"passed","Tue Jul 09 14:11:29 UTC 2024","Tue Jul 09 14:11:30 UTC 2024","304","/SchedulingOptimizationRegression","/C611080 Verify ServiceCodes, Activity logs of updateEvent with NEW Client Optimization","","","","pre-request Deactivate Client1",""
"passed","Tue Jul 09 14:15:03 UTC 2024","Tue Jul 09 14:15:03 UTC 2024","322","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951297 Provider Prioritization in Clinic","","","pre-request Create Appointment5 Employee1",""
"passed","Tue Jul 09 14:10:16 UTC 2024","Tue Jul 09 14:10:16 UTC 2024","531","/billing","/servicecodes","","","","testPostBillingServiceCodesModifier3",""
"passed","Tue Jul 09 14:09:48 UTC 2024","Tue Jul 09 14:09:48 UTC 2024","531","/notes","","","","","testGetNotesIdSectionsRef",""
"passed","Tue Jul 09 14:11:46 UTC 2024","Tue Jul 09 14:11:46 UTC 2024","825","/SchedulingOptimizationRegression","/C000011 Verify that appointments are scheduled for clients that are connected to providers and have a custom rate for one of those providers on a service code associated with their authorization","","","","pre-request Deactivate Client2",""
"passed","Tue Jul 09 14:11:16 UTC 2024","Tue Jul 09 14:11:17 UTC 2024","322","/learn","/bundle_add_data","","","","pre-requestContactsBundles",""
"passed","Tue Jul 09 14:10:40 UTC 2024","Tue Jul 09 14:10:40 UTC 2024","654","/SchedulingOptimizationRegression","/C611080 Verify ServiceCodes, Activity logs of updateEvent with NEW Client Optimization","","","","pre-request Create Appointment3",""
"passed","Tue Jul 09 14:08:43 UTC 2024","Tue Jul 09 14:08:44 UTC 2024","1065","/SchedulingOptimizationRegression","/C611080 Verify ServiceCodes, Activity logs of updateEvent with NEW Client Optimization","","","","authOldAPI",""
"passed","Tue Jul 09 14:10:07 UTC 2024","Tue Jul 09 14:10:08 UTC 2024","807","/recon","/transactions","batches","","","testRemoveLabelInTransactionById",""
"passed","Tue Jul 09 14:14:58 UTC 2024","Tue Jul 09 14:14:59 UTC 2024","432","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951299 Preferred client gets scheduled with their most preferred provider","","","pre-request Create Employee2",""
"passed","Tue Jul 09 14:14:43 UTC 2024","Tue Jul 09 14:14:43 UTC 2024","178","/SchedulingOptimizationRegression","/Provider Cxl Coverage Span Create Events","","","","pre-request Deactivate Employee1",""
"passed","Tue Jul 09 14:12:11 UTC 2024","Tue Jul 09 14:12:11 UTC 2024","389","/learn","/video","","","","testAssignClientToBranchByIdForVideo",""
"passed","Tue Jul 09 14:11:15 UTC 2024","Tue Jul 09 14:11:16 UTC 2024","476","/learn","/bundle_add_data","","","","pre-requestInternalContactsQuery",""
"passed","Tue Jul 09 14:10:11 UTC 2024","Tue Jul 09 14:10:12 UTC 2024","861","/learn","/data_collection","","","","pre-requestInternalContactsQuery",""
"passed","Tue Jul 09 14:16:22 UTC 2024","Tue Jul 09 14:16:22 UTC 2024","123","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Clinical","","","","pre-request Add Primary Location to Client4",""
"passed","Tue Jul 09 14:08:40 UTC 2024","Tue Jul 09 14:08:41 UTC 2024","1388","Auth","","","","","testGetToken",""
"passed","Tue Jul 09 14:11:06 UTC 2024","Tue Jul 09 14:11:06 UTC 2024","326","/contact","/MembersApi","/Provider User > /ClaimSettings","","","test contacts.lookupspecialty","Path:

Provider Profile > Settings > Claim Settings > fill Provider Specialty field"
"passed","Tue Jul 09 14:11:44 UTC 2024","Tue Jul 09 14:11:44 UTC 2024","545","/learn","/session","/user","","","testPutSessionUserById",""
"failed","Tue Jul 09 14:11:36 UTC 2024","Tue Jul 09 14:11:37 UTC 2024","422","/learn","/session","/time","","","testPutSessionTimeById",""
"passed","Tue Jul 09 14:09:02 UTC 2024","Tue Jul 09 14:09:02 UTC 2024","529","/contact","/activity","","","","testGetContactActivities",""
"passed","Tue Jul 09 14:14:33 UTC 2024","Tue Jul 09 14:14:33 UTC 2024","286","/SchedulingOptimizationRegression","/Switching Orders - Schedule Creation Lunch Break Enhancement","","","","pre-request Add Availability to Client4",""
"passed","Tue Jul 09 14:13:51 UTC 2024","Tue Jul 09 14:13:51 UTC 2024","109","/SchedulingOptimizationRegression","/Optimization validation","","","","test lengthOfLunch%15 != 0",""
"passed","Tue Jul 09 14:09:34 UTC 2024","Tue Jul 09 14:09:35 UTC 2024","824","/invoice","","","","","testPostInvoiceCombinepdfs",""
"passed","Tue Jul 09 14:09:24 UTC 2024","Tue Jul 09 14:09:25 UTC 2024","279","/SchedulingOptimizationRegression","/C000005 Verify that the drafts timezone of which is changed are completely publishing without errors","","","","pre-request Create Client2",""
"passed","Tue Jul 09 14:10:18 UTC 2024","Tue Jul 09 14:10:19 UTC 2024","247","/billing","/servicecodes","","","","testPutBillingServiceCodesModifier1",""
"passed","Tue Jul 09 14:12:55 UTC 2024","Tue Jul 09 14:12:56 UTC 2024","413","/SchedulingOptimizationRegression","/C000013 Verify Fill Client Accepted/Authorized Hours Optimization","","","","test C000013 Open Status Drafts -FillClientHours by AuthorizedHours",""
"passed","Tue Jul 09 14:16:04 UTC 2024","Tue Jul 09 14:16:05 UTC 2024","128","/SchedulingOptimizationRegression","/C951535 No Conflicts for recurring schedules up to 5 weeks Work/School","","","","pre-request Add Primary Location to Client3",""
"passed","Tue Jul 09 14:09:32 UTC 2024","Tue Jul 09 14:09:35 UTC 2024","2771","/sessions","","","","","pre-requestInternalContactsQuery",""
"passed","Tue Jul 09 14:12:02 UTC 2024","Tue Jul 09 14:12:03 UTC 2024","863","/SchedulingOptimizationRegression","/Provider Cxl Coverage - Publish draft schedule","","","","pre-request Create Client2",""
"passed","Tue Jul 09 14:11:22 UTC 2024","Tue Jul 09 14:11:24 UTC 2024","1933","/contact","/MembersApi","/Client User > /HealthRecord","","","test contacts.saveHealthAllergy","Path:

Client Profile > Health Record > Allergies > Add New"
"passed","Tue Jul 09 14:09:29 UTC 2024","Tue Jul 09 14:09:30 UTC 2024","1244","/internal","/schedule","/events","","","testPostInternalScheduleEventsValidate",""
"passed","Tue Jul 09 14:11:18 UTC 2024","Tue Jul 09 14:11:18 UTC 2024","429","/scheduling","Availability","testCreateAvailability  Error -9 invalid entryId","","","testDeleteAvailability ScheduleClientAvailabilityClientIdDetailsEntryId",""
"passed","Tue Jul 09 14:10:40 UTC 2024","Tue Jul 09 14:10:56 UTC 2024","15227","/SchedulingOptimizationRegression","/C000009 Verify that appointments are not scheduled for clients that are not connected to any provider","","","","pre-request C000009 delay 15 seconds",""
"passed","Tue Jul 09 14:14:44 UTC 2024","Tue Jul 09 14:14:44 UTC 2024","251","/SchedulingOptimizationRegression","/Provider Cxl Coverage Span Create Events","","","","pre-request Deactivate Client2",""
"passed","Tue Jul 09 14:09:01 UTC 2024","Tue Jul 09 14:09:01 UTC 2024","248","/SchedulingOptimizationRegression","/C611063 Verify Publishing Converted Appointment Changes","","","","pre-request Add Availability to Client1",""
"passed","Tue Jul 09 14:10:34 UTC 2024","Tue Jul 09 14:10:35 UTC 2024","685","/SchedulingOptimizationRegression","/C000013 Verify Fill Client Accepted/Authorized Hours Optimization","","","","auth",""
"passed","Tue Jul 09 14:11:13 UTC 2024","Tue Jul 09 14:11:14 UTC 2024","612","/billing","/MembersApi","/Authorizations","","","testBillingmanagerLoadAuthLevel2","Path:

BILLING & TIMESHEETS > Billing > click by Lock icone of some billing"
"passed","Tue Jul 09 14:11:23 UTC 2024","Tue Jul 09 14:11:24 UTC 2024","512","Auth","","","","","auth",""
"passed","Tue Jul 09 14:12:21 UTC 2024","Tue Jul 09 14:12:21 UTC 2024","242","/learn","/form","","","","pre-requestLearnSession",""
"passed","Tue Jul 09 14:14:27 UTC 2024","Tue Jul 09 14:14:27 UTC 2024","324","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C948378 Client Prioritization in Clinic","","","pre-request Add Primary Location to Client3",""
"passed","Tue Jul 09 14:14:56 UTC 2024","Tue Jul 09 14:14:56 UTC 2024","400","/SchedulingOptimizationRegression","/Include Meal Break Gaps in Draft Schedule","30mins lunch break for providers working over 5hours","","","test C735594 Open Status Drafts",""
"passed","Tue Jul 09 14:15:36 UTC 2024","Tue Jul 09 14:15:36 UTC 2024","100","/SchedulingOptimizationRegression","/Historical Data in Clinic Algorithm","/C951299 Preferred client gets scheduled with their most preferred provider","","","pre-request Add Primary Location to Client2",""
"passed","Tue Jul 09 14:10:47 UTC 2024","Tue Jul 09 14:10:48 UTC 2024","279","/bundles","/old version of endpoint","","","","testBundlesSetitemstatus","StartFragment

CRCH-14159 / Release 9.6

EndFragment"
"passed","Tue Jul 09 14:10:34 UTC 2024","Tue Jul 09 14:10:35 UTC 2024","539","/SchedulingOptimizationRegression","/C000011 Verify that appointments are scheduled for clients that are connected to providers and have a custom rate for one of those providers on a service code associated with their authorization","","","","pre-request Set Default Settings",""
